Gender,Age,Employment Type,Credit Score,Source of Lead,Loan Period,Value of Collateral,Monthly Income,Bank Account Type,Existing EMI,Loan Amount,Estimated EMI,New Debt to Income ratio,Loan Approved
Male,32,Salaried,414,Online,5,312995,147572,Current,8351,201256,40958.32731899599,0.33413741982893763,0
Male,58,Salaried,568,Walk-in,1,464453,55887,Savings,3572,291439,293139.06083333044,5.309124856108405,0
Female,18,Salaried,580,Walk-in,10,114979,110653,Current,19279,406543,41970.004499513176,0.5535232167181475,0
Male,36,Business,522,Walk-in,5,16964,146886,Savings,10737,215403,43837.433813122065,0.3715427870125272,0
Female,32,Salaried,737,Online,10,487845,122091,Savings,463,393899,40664.684430315465,0.33686090236229915,1
Female,35,Salaried,568,Walk-in,5,4200,160611,Savings,6294,370600,75422.12954853478,0.5087828949980685,0
Male,50,Salaried,794,Walk-in,10,227893,52834,Current,17405,440228,45447.52004292703,1.1896225923255297,0
Male,54,Salaried,542,Email,10,488853,91723,Savings,10814,194790,20109.403375436723,0.3371390313818423,0
Female,42,Salaried,634,Walk-in,10,197487,199059,Savings,2933,200640,20713.335865535315,0.11879058904915284,0
Male,50,Business,678,Walk-in,10,460234,134600,Savings,2942,384869,39732.46043277866,0.3170465113876572,1
Female,55,Salaried,575,Walk-in,5,359274,21086,Savings,12983,30927,6294.064221660915,0.9142115252613543,0
Male,52,Salaried,527,Walk-in,1,141559,26510,Savings,6356,306500,308287.9166666636,11.868876524581804,0
Female,49,Business,641,Walk-in,1,138142,49832,Current,16377,254689,256174.68583333082,5.4694109374163355,0
Male,32,Salaried,584,Walk-in,1,465204,197575,Current,19777,264542,266085.161666664,1.4468539120165202,0
Female,24,Salaried,505,Walk-in,1,421236,29200,Savings,14245,317689,319542.1858333302,11.43106800799076,0
Male,59,Self Employed,667,Walk-in,10,386153,172185,Current,17049,21310,2199.9660451283767,0.11179235151220128,1
Female,47,Salaried,595,Walk-in,5,71516,120668,Savings,6331,127547,25957.54548712079,0.26758167440515124,0
Male,57,Business,733,Online,1,246074,45141,Savings,3643,70906,71319.61833333263,1.6606326473346322,0
Female,45,Salaried,785,Walk-in,20,467552,114668,Savings,767,233266,12390.83194429739,0.11474720012817342,1
Female,40,Salaried,606,Walk-in,10,364373,97186,Savings,13274,154115,15910.265933597364,0.3002929015866212,0
Male,18,Salaried,668,Walk-in,5,43952,159480,Current,8575,319739,65071.22579524814,0.46178972783576716,0
Male,49,Salaried,614,Walk-in,1,215578,28594,Savings,12312,209265,210485.71249999793,7.791764443589492,0
Male,43,Business,459,Email,1,198727,188302,Savings,15896,55428,55751.329999999456,0.3804916039128605,0
Female,45,Salaried,800,Walk-in,5,483705,154298,Savings,1337,404845,82391.45179999071,0.5426411994970168,1
Female,50,Salaried,801,Walk-in,20,62959,47212,Savings,4059,459502,24408.23806327771,0.6029661540133379,0
Female,34,Salaried,522,Walk-in,1,384184,15067,Savings,9584,199817,200982.59916666467,13.975350047565186,0
Male,56,Salaried,628,Call,10,417925,60663,Savings,2147,376126,38829.865259969774,0.6754836598910336,0
Male,38,Salaried,791,Walk-in,30,68781,64834,Savings,1411,146329,5331.044555825641,0.10398933516095939,0
Female,58,Salaried,473,Walk-in,10,26392,28232,Savings,10898,390242,40287.14919676152,1.8130188862553671,0
Female,49,Salaried,574,Walk-in,5,450145,91682,Savings,10007,361863,73644.03147550308,0.9124040866855335,0
Others,29,Salaried,481,Walk-in,10,37256,181978,Current,4150,358457,37005.78266722584,0.22615801177738978,0
Male,25,Business,596,Walk-in,20,101439,61002,Savings,7663,185432,9849.942765319222,0.2870880096606541,0
Female,40,Salaried,747,Walk-in,10,293859,57291,Savings,10823,359092,37071.337732390384,0.8359836227747881,0
Male,38,Salaried,640,Walk-in,20,119198,149262,Savings,6898,150934,8017.447157667993,0.09992795994739447,0
Male,54,Salaried,571,Call,10,6546,114156,Savings,18558,52338,5403.182678082074,0.20989858332529235,0
Female,37,Salaried,688,Online,20,394352,96578,Current,4051,172046,9138.893249288745,0.13657244143892755,1
Female,39,Salaried,781,Walk-in,30,88128,87889,Savings,3392,34904,1271.619290615928,0.053062604997393625,0
Others,44,Salaried,536,Walk-in,10,149207,175717,Savings,16125,201818,20834.948254139785,0.21033791980366037,0
Male,54,Business,521,Walk-in,10,201569,104157,Savings,3467,393762,40650.54105405162,0.423567701201567,0
Male,37,Salaried,702,Walk-in,10,301456,108170,Savings,9364,377263,38947.2449593274,0.44662332402077654,0
Female,38,Salaried,567,Walk-in,20,433571,105868,Current,7570,349336,18556.341979084274,0.24678223806139982,0
Female,44,Salaried,532,Walk-in,20,79756,125492,Current,8417,28711,1525.0965676640503,0.0792249431650149,0
Male,33,Salaried,695,Online,1,484666,122803,Current,13125,306199,307985.1608333303,2.61483970939904,0
Male,25,Salaried,783,Call,10,277592,160002,Savings,10931,244294,25220.014313871034,0.22594101519900398,1
Male,61,Salaried,774,Walk-in,20,375542,111177,Savings,1333,41347,2196.3069131414954,0.03174493747035354,1
Female,51,Business,645,Walk-in,10,305995,148667,Current,16802,114277,11797.537294187496,0.19237313791350802,0
Male,49,Salaried,495,Walk-in,10,80532,79402,Savings,12802,274645,28353.33995609024,0.5183161627678174,0
Male,45,Self Employed,631,Online,1,39268,16218,Savings,4968,46461,46732.02249999954,3.1878173942532704,0
Male,39,Salaried,533,Walk-in,5,299885,154747,Current,10906,159043,32367.408930889414,0.27963972762566913,0
Male,25,Business,517,Walk-in,20,255936,78447,Savings,19200,336505,17874.77344926304,0.47260919409618013,0
Male,29,Salaried,540,Walk-in,20,148207,101603,Savings,16551,254704,13529.59479538519,0.2960601044790527,0
Female,62,Salaried,788,Walk-in,1,232965,169903,Savings,15696,342745,344744.34583332995,2.12144780158873,0
Male,26,Business,713,Walk-in,10,748,39384,Current,9510,481245,49681.96430726447,1.5029444522462032,0
Female,45,Salaried,635,Walk-in,20,82186,55527,Savings,3082,261179,13873.539634493016,0.30535666674758255,0
Male,23,Business,719,Walk-in,20,393039,109100,Savings,2404,106368,5650.150524512894,0.0738235611779367,1
Female,58,Self Employed,476,Walk-in,10,110997,92277,Savings,15148,401367,41435.653291179784,0.6131934641479435,0
Female,24,Salaried,554,Walk-in,1,478957,73465,Current,18562,231864,233216.53999999768,3.4271903627577442,0
Female,18,Salaried,762,Walk-in,10,479370,31665,Savings,14540,13143,1356.8349944215045,0.502031738336381,1
Female,34,Salaried,532,Walk-in,20,42148,187661,Savings,4699,18465,980.8403790155928,0.03026649319259512,0
Male,39,Business,611,Walk-in,10,22297,181306,Savings,3385,461882,47682.999383199676,0.2816674538250233,0
Male,51,Salaried,640,Online,20,63160,174966,Savings,6629,478386,25411.33525890893,0.18312320827423,0
Female,33,Self Employed,452,Online,5,39577,183015,Savings,16494,22733,4626.4740178813845,0.11540296706762497,0
Others,53,Salaried,642,Walk-in,30,429161,52689,Savings,5409,247418,9013.909627710627,0.27373663625634626,1
Female,46,Salaried,850,Walk-in,20,314516,58689,Savings,12699,135886,7218.114039692004,0.33936707116652187,1
Female,49,Self Employed,693,Walk-in,10,260280,185396,Current,10812,275344,28425.50214593279,0.2116415788147144,0
Female,28,Business,717,Walk-in,20,316825,80180,Savings,12737,205107,10895.057006160368,0.2947375530825688,0
Male,38,Business,562,Walk-in,20,420622,43040,Savings,15224,320583,17029.014417869257,0.7493730115675943,0
Male,47,Business,642,Email,20,148158,40927,Savings,5741,440289,23387.66475149723,0.711722450985834,0
Female,65,Salaried,698,Walk-in,10,9890,28514,Savings,10177,36745,3793.418692080817,0.48994945262260003,0
Female,33,Salaried,750,Walk-in,10,375690,123801,Savings,17828,180523,18636.530753857813,0.2945414879836012,1
Male,62,Salaried,764,Walk-in,5,32968,71058,Savings,9671,20285,4128.272795175466,0.19419731480164748,0
Female,43,Self Employed,583,Call,5,455273,59398,Savings,10983,65820,13395.263267362545,0.4104222914468929,0
Male,32,Salaried,813,Walk-in,10,159446,104233,Savings,4220,435571,44966.74848627932,0.47189228446153636,0
Female,32,Salaried,802,Walk-in,10,147267,105948,Savings,18691,275018,28391.84710460422,0.4443958083645206,0
Male,30,Business,840,Call,1,47323,152211,Current,16918,223376,224679.02666666443,1.5872507681223067,0
Male,41,Self Employed,850,Walk-in,20,340824,67601,Savings,14023,28307,1503.6365344594847,0.22968057476160833,1
Female,54,Business,732,Walk-in,10,429525,76894,Current,8271,388943,40153.04521306271,0.6297506335092817,0
Male,49,Salaried,850,Email,10,472792,137262,Savings,3636,258170,26652.521533120278,0.22066210264399672,1
Female,34,Salaried,688,Walk-in,5,72691,94634,Savings,13729,12161,2474.928541391612,0.17122734473224857,0
Female,64,Business,831,Walk-in,1,337881,165457,Savings,19508,87596,88106.9766666658,0.6504105396971165,0
Female,44,Salaried,805,Walk-in,20,134577,119303,Current,12559,73308,3894.0398865353413,0.13790969117738314,0
Male,45,Business,721,Walk-in,5,60444,105544,Savings,895,84780,17253.880580477005,0.17195558800573227,0
Male,39,Self Employed,770,Walk-in,10,474861,35731,Savings,6371,301295,31104.587966539388,1.0488256126763704,0
Male,46,Salaried,666,Walk-in,10,167999,184959,Savings,6077,202106,20864.68031519079,0.14566298647370926,0
Others,33,Salaried,726,Walk-in,10,7080,93619,Current,3763,241087,24888.935425709293,0.3060482960265469,0
Female,44,Salaried,405,Walk-in,10,406623,157897,Current,19143,309744,31976.831660358705,0.32375429337073347,0
Female,57,Salaried,812,Walk-in,1,159385,87586,Savings,18623,127068,127809.22999999873,1.6718679926015427,0
Female,18,Self Employed,553,Walk-in,5,219675,102862,Savings,19478,498374,101425.87261635583,1.175398812159552,0
Female,42,Business,740,Walk-in,10,72189,91685,Savings,9767,459809,47468.99048542627,0.6242677699233928,0
Female,57,Business,611,Walk-in,20,324947,58745,Current,17743,381535,20266.71724926695,0.6470289769217287,0
Male,36,Business,665,Walk-in,5,124591,107272,Savings,15589,300981,61253.718223549775,0.716335280628214,0
Female,35,Salaried,644,Walk-in,1,438522,101575,Savings,1553,418876,421319.4433333292,4.163154746082493,0
Male,44,Self Employed,778,Walk-in,1,485057,102097,Savings,18919,178627,179668.99083333154,1.945091342873263,0
Female,51,Salaried,596,Walk-in,10,126230,41820,Savings,15069,180859,18671.218158417323,0.8067962256914711,0
Female,45,Salaried,759,Walk-in,5,45094,35192,Current,13734,255081,51912.445297813814,1.865379782274773,0
Female,59,Business,554,Walk-in,1,147524,71968,Savings,17767,262055,263583.65416666406,3.9093854791944205,0
Male,56,Business,734,Online,10,495892,55642,Savings,11432,275682,28460.396023138488,0.7169475580162195,0
Male,53,Salaried,769,Online,1,273527,135525,Current,7680,109893,110534.0424999989,0.8722674229846811,0
Male,63,Business,537,Walk-in,10,451669,63145,Current,15184,474166,48951.154376083614,1.015680645753165,0
Male,61,Salaried,664,Walk-in,5,317616,130467,Savings,2395,22212,4520.443447199283,0.05300530745092079,1
Male,41,Salaried,646,Walk-in,20,396234,66414,Savings,13510,457189,24285.37406129217,0.5690874523638415,0
Female,56,Salaried,500,Walk-in,1,2653,186725,Savings,3283,256779,258276.87749999744,1.4007758869995846,0
Female,34,Salaried,493,Walk-in,5,242779,183571,Savings,13463,196617,40014.227861425425,0.29131631827154303,0
Male,54,Salaried,804,Walk-in,30,325712,65191,Savings,18292,23070,840.4841002323362,0.2934835192009992,1
Male,37,Salaried,718,Walk-in,5,24916,128316,Savings,10769,412350,83918.82115309853,0.7379268458578706,0
Male,35,Business,636,Call,10,401828,111915,Current,3161,386179,39867.700016031515,0.38447661185749465,0
Female,54,Salaried,563,Walk-in,5,346339,104875,Current,16402,375115,76340.99332325587,0.884319364226516,0
Female,19,Business,809,Walk-in,1,493438,120870,Savings,7686,244012,245435.4033333309,2.0941623507349294,0
Female,36,Business,711,Walk-in,10,98776,50048,Savings,5951,7698,794.7132151758914,0.1347848708275234,0
Female,33,Salaried,474,Walk-in,20,239703,94896,Savings,5382,322347,17122.71614700998,0.237151367254784,0
Others,54,Salaried,810,Walk-in,5,200029,110632,Current,12123,28011,5700.618647555336,0.161107262343222,1
Female,42,Business,520,Call,10,343679,196612,Savings,18768,35478,3662.6182707210023,0.1140857031652239,0
Male,52,Business,533,Walk-in,10,415529,112574,Savings,2333,369354,38130.74887997872,0.3594413352992584,0
Female,39,Business,603,Walk-in,5,374973,71314,Savings,4349,447991,91172.24835018252,1.3394459482034737,0
Male,32,Salaried,721,Walk-in,10,111458,84044,Savings,19028,381989,39435.13982226859,0.6956253845874611,0
Female,28,Salaried,623,Walk-in,5,256980,76127,Savings,7368,128448,26140.911214922275,0.4401711773079496,0
Male,58,Business,545,Call,5,448133,60015,Savings,16243,43589,8870.953062307291,0.4184612690545246,0
Female,20,Salaried,432,Walk-in,5,127956,65734,Savings,15949,181086,36853.45858452771,0.8032746917048668,0
Female,25,Salaried,557,Walk-in,20,211079,160432,Savings,11473,115400,6129.920375759514,0.10972200294055745,0
Female,52,Salaried,651,Walk-in,5,245060,80056,Savings,1263,135048,27484.100785943134,0.35908739864523753,0
Female,61,Salaried,672,Walk-in,10,165927,178029,Savings,918,223754,23099.540237524867,0.13490802193757684,0
Male,43,Salaried,429,Walk-in,1,40585,116122,Savings,4915,82832,83315.18666666585,0.7598059512122237,0
Male,64,Salaried,529,Call,5,159006,77502,Savings,17064,58756,11957.643399227494,0.37446315448927114,0
Male,48,Salaried,740,Walk-in,10,286713,195900,Savings,13124,320935,33132.14935210116,0.23612123201685123,1
Male,58,Business,557,Walk-in,20,499967,58102,Savings,16381,237012,12589.815321486256,0.498619932558023,0
Female,33,Salaried,727,Walk-in,5,413469,155677,Savings,13234,244607,49780.844151317986,0.40477940961939135,1
Male,34,Salaried,745,Walk-in,5,359346,86899,Savings,472,48820,9935.532554127005,0.11976584948189282,1
Others,49,Business,532,Call,20,54868,106017,Savings,8032,41958,2228.7625574186973,0.09678412478582395,0
Female,39,Business,523,Email,1,419235,184227,Current,10935,429632,432138.1866666624,2.4050393626703057,0
Female,31,Business,542,Walk-in,10,7996,127109,Savings,4324,309404,31941.73131050682,0.28531206531800907,0
Male,43,Self Employed,715,Walk-in,10,292581,37133,Savings,5958,420254,43385.47772545194,1.328830897731181,0
Female,56,Business,655,Online,10,326946,192217,Current,11671,42836,4422.231136045009,0.08372428628084409,1
Female,48,Salaried,609,Walk-in,20,281915,37720,Savings,19854,384801,20440.203557301877,1.0682450571925206,0
Female,20,Salaried,621,Walk-in,10,190239,174039,Savings,4822,57184,5903.465899794514,0.06162679571702041,0
Female,38,Salaried,475,Walk-in,5,50009,194746,Savings,5808,435196,88568.29220454436,0.4846122241511731,0
Female,18,Salaried,678,Walk-in,5,393347,156486,Savings,19395,88399,17990.39619525344,0.23890569249168261,1
Male,60,Self Employed,495,Walk-in,5,19299,18379,Savings,10357,386287,78614.64694256571,4.840940581237592,0
Female,35,Business,739,Call,1,209636,149223,Savings,17481,190373,191483.50916666476,1.40035054359358,0
Male,20,Salaried,727,Online,20,248346,69758,Savings,12324,131834,7002.876280917502,0.2770560549459202,0
Male,43,Business,693,Walk-in,1,494894,197724,Current,11593,482508,485322.6299999952,2.513178116971107,0
Male,32,Salaried,677,Walk-in,10,428015,89140,Savings,12474,219935,22705.28071962973,0.3946520161502101,1
Male,45,Salaried,679,Walk-in,10,34693,83187,Savings,7551,357329,36889.33209477605,0.5342220791082266,0
Male,37,Salaried,428,Walk-in,20,165841,31308,Savings,11230,157530,8367.819382958372,0.6259684228618364,0
Male,23,Salaried,814,Online,10,397593,170833,Savings,16106,320199,33056.16741830414,0.28777910250539496,1
Others,43,Business,490,Walk-in,10,285163,90304,Savings,15205,334122,34493.52674473879,0.5503469031796907,0
Female,67,Salaried,621,Walk-in,5,157975,149230,Savings,1449,238365,48510.51243884645,0.33478196367249513,0
Others,24,Salaried,691,Walk-in,10,11763,169847,Savings,11655,42670,4405.093906411443,0.09455624124306843,0
Male,46,Business,618,Walk-in,5,253126,182917,Savings,19283,82622,16814.69829346746,0.19734468799219024,0
Male,54,Self Employed,850,Walk-in,20,5494,161557,Savings,4503,98925,5254.786595944626,0.06039841415688968,0
Female,29,Self Employed,574,Walk-in,1,273707,130857,Savings,13306,391310,393592.6416666628,3.1094908309579377,0
Male,56,Salaried,778,Walk-in,5,487309,125946,Savings,10388,446789,90927.62503739964,0.8044370209248379,0
Male,39,Salaried,618,Walk-in,5,226188,137300,Savings,17844,431534,87823.02550619915,0.7696068864253398,0
Female,51,Business,784,Walk-in,20,33433,128002,Savings,5381,146715,7793.3385435836835,0.10292291170125219,0
Male,42,Self Employed,803,Walk-in,10,292138,111791,Savings,9572,131391,13564.323727614386,0.20696052211371563,1
Female,55,Salaried,710,Walk-in,1,350762,36787,Savings,11148,359143,361238.0008333298,10.122760780529259,0
Female,20,Business,563,Walk-in,1,382273,143324,Savings,7710,134729,135514.91916666532,0.9993086933567673,0
Male,31,Salaried,575,Online,5,324717,63793,Savings,9331,408598,83155.2382333303,1.4497866260143009,0
Male,34,Business,712,Walk-in,5,280174,22153,Current,7092,220753,44926.231419934426,2.348134853967157,0
Female,52,Salaried,702,Walk-in,10,340438,185165,Savings,13008,411420,42473.488047241524,0.2996326954189049,1
Male,28,Business,532,Online,5,463259,70766,Savings,15986,296022,60244.49442314183,1.077219207290815,0
Male,62,Salaried,644,Walk-in,10,324096,20931,Current,19506,81321,8395.281030308997,1.3330123276627488,0
Others,44,Salaried,797,Walk-in,5,447967,42040,Savings,1095,422570,85998.7298524672,2.071687199154786,0
Male,57,Salaried,850,Walk-in,20,1163,129329,Savings,9855,379642,20166.1631827911,0.23213017330058303,0
Female,55,Business,754,Online,5,199533,163344,Current,11065,92300,18784.302637155317,0.18273889850349764,0
Others,48,Salaried,656,Online,10,23217,145197,Current,12430,251583,25972.50387290157,0.2644855187979198,0
